configuration,query_id,patient_id,query,intent,latency_seconds,retrieved_count,precision@1,precision@3,precision@5,recall@1,recall@3,recall@5,hit@1,hit@3,hit@5,MRR
DENSE_ONLY,RET032,2a02f095-d81d-4534-933d-92603970be06,I want to know my latest DIRECT BILIRUBIN value.,LATEST_VALUE,0.015434532999279327,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET033,2a02f095-d81d-4534-933d-92603970be06,What is the latest recorded EOSINOPHILS?,LATEST_VALUE,0.015087706999111106,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET034,2a02f095-d81d-4534-933d-92603970be06,How much was my GAMMA GT in the most recent test?,LATEST_VALUE,0.014817818999290466,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET035,2a02f095-d81d-4534-933d-92603970be06,Can you find the latest GLOBULIN result in my records?,LATEST_VALUE,0.014933456001017476,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET036,2a02f095-d81d-4534-933d-92603970be06,What did my latest test report for HAEMOGLOBIN?,LATEST_VALUE,0.014837283999440842,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET037,2a02f095-d81d-4534-933d-92603970be06,What is my latest HBA1C (HPLC METHOD) result?,LATEST_VALUE,0.015253604000463383,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET038,2a02f095-d81d-4534-933d-92603970be06,Can you tell me the most recent HDL CHOLESTROL value?,LATEST_VALUE,0.015204035998976906,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET039,2a02f095-d81d-4534-933d-92603970be06,What was my INDIRECT BILIRUBIN on the latest report?,LATEST_VALUE,0.01976489099979517,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET040,2a02f095-d81d-4534-933d-92603970be06,Show my current LDL CHOLESTROL result.,LATEST_VALUE,0.01990079200004402,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET041,2a02f095-d81d-4534-933d-92603970be06,What is the newest result recorded for LYMPHOCYTES?,LATEST_VALUE,0.018842154000594746,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET042,2a02f095-d81d-4534-933d-92603970be06,Give me my most recent MCH reading.,LATEST_VALUE,0.019217903000026126,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET043,2a02f095-d81d-4534-933d-92603970be06,What does my latest report show for MCHC?,LATEST_VALUE,0.01816277999932936,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET044,2a02f095-d81d-4534-933d-92603970be06,I want to know my latest MCV value.,LATEST_VALUE,0.019136204000460566,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET045,2a02f095-d81d-4534-933d-92603970be06,What is the latest recorded MONOCYTES?,LATEST_VALUE,0.018904876998931286,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET046,2a02f095-d81d-4534-933d-92603970be06,How much was my NEUTROPHILS in the most recent test?,LATEST_VALUE,0.019806979998975294,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET047,2a02f095-d81d-4534-933d-92603970be06,Can you find the latest PCV result in my records?,LATEST_VALUE,0.01939946700076689,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET048,2a02f095-d81d-4534-933d-92603970be06,What did my latest test report for PLATELET COUNT?,LATEST_VALUE,0.01935826199951407,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET049,2a02f095-d81d-4534-933d-92603970be06,What is my latest RBC COUNT result?,LATEST_VALUE,0.0191718909991323,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET050,2a02f095-d81d-4534-933d-92603970be06,Can you tell me the most recent SERUM ALBUMIN value?,LATEST_VALUE,0.018491180999262724,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET051,2a02f095-d81d-4534-933d-92603970be06,What was my SERUM ALKALINE PHOSPHATE on the latest report?,LATEST_VALUE,0.019546225001249695,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET052,2a02f095-d81d-4534-933d-92603970be06,Show my current SERUM CHLORIDES result.,LATEST_VALUE,0.01581266399989545,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET053,2a02f095-d81d-4534-933d-92603970be06,What is the newest result recorded for SERUM POTASSIUM?,LATEST_VALUE,0.01602832300159207,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET054,2a02f095-d81d-4534-933d-92603970be06,Give me my most recent SERUM SODIUM reading.,LATEST_VALUE,0.01780599300036556,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET055,2a02f095-d81d-4534-933d-92603970be06,What does my latest report show for SERUM TOTAL PROTEIN?,LATEST_VALUE,0.01960175000021991,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET056,2a02f095-d81d-4534-933d-92603970be06,I want to know my latest SGOT(AST) value.,LATEST_VALUE,0.01980125800037058,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET057,2a02f095-d81d-4534-933d-92603970be06,What is the latest recorded SGPT(ALT)?,LATEST_VALUE,0.019356843000423396,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET058,2a02f095-d81d-4534-933d-92603970be06,How much was my T.CHOL/HDL RATIO in the most recent test?,LATEST_VALUE,0.02070837100109202,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET059,2a02f095-d81d-4534-933d-92603970be06,Can you find the latest TOTAL BILIRUBIN result in my records?,LATEST_VALUE,0.01696244200138608,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET060,2a02f095-d81d-4534-933d-92603970be06,What did my latest test report for TOTAL CHOLESTROL?,LATEST_VALUE,0.016948230999332736,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET061,2a02f095-d81d-4534-933d-92603970be06,What is my latest TOTAL COUNT result?,LATEST_VALUE,0.01675763799903507,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET062,2a02f095-d81d-4534-933d-92603970be06,Can you tell me the most recent TRIGLYCERIDES value?,LATEST_VALUE,0.01542996399984986,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET063,2a02f095-d81d-4534-933d-92603970be06,What was my VLDL CHOLESTROL on the latest report?,LATEST_VALUE,0.015419082001244533,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET064,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,Show my current Aortic root result.,LATEST_VALUE,0.01446580899937544,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET065,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,What is the newest result recorded for Basophils?,LATEST_VALUE,0.014813113999480265,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET066,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,Give me my most recent EDV reading.,LATEST_VALUE,0.01443020600163436,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET067,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,What does my latest report show for EF?,LATEST_VALUE,0.015427570999236195,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET068,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,I want to know my latest ESV value.,LATEST_VALUE,0.019130777000100352,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET069,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,What is the latest recorded Eosinophils?,LATEST_VALUE,0.017318913000053726,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET070,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,How much was my Haemoglobin in the most recent test?,LATEST_VALUE,0.020042457999807084,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET071,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,Can you find the latest IVSd result in my records?,LATEST_VALUE,0.017963407999559422,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET072,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,What did my latest test report for LA dimension?,LATEST_VALUE,0.019646384000225225,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET073,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,What is my latest LVIDd result?,LATEST_VALUE,0.01920617300129379,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET074,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,Can you tell me the most recent LVIDs value?,LATEST_VALUE,0.01963267900100618,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET075,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,What was my LVPWd on the latest report?,LATEST_VALUE,0.01608492000013939,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET076,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,Show my current Lymphocytes result.,LATEST_VALUE,0.015571179001199198,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET077,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,What is the newest result recorded for M.C.H?,LATEST_VALUE,0.018937187000119593,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET078,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,Give me my most recent M.C.H.C reading.,LATEST_VALUE,0.020260883000446483,20,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333
DENSE_ONLY,RET079,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,What does my latest report show for M.C.V?,LATEST_VALUE,0.017006231000777916,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET080,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,I want to know my latest Monocytes value.,LATEST_VALUE,0.016125817999636638,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET081,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,What is the latest recorded NRBCs?,LATEST_VALUE,0.019383741999263293,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET082,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,How much was my Neutrophils in the most recent test?,LATEST_VALUE,0.019918595000490313,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET083,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,Can you find the latest P.C.V result in my records?,LATEST_VALUE,0.01986670000042068,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET084,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,What did my latest test report for Platelet Count?,LATEST_VALUE,0.01976267300051404,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET085,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,What is my latest R.B.C Count result?,LATEST_VALUE,0.01877490900005796,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET086,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,Can you tell me the most recent RVDd value?,LATEST_VALUE,0.019525169000189635,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET087,33e738d0-e6c3-48d2-8aa1-746d8fe2eba7,What was my Total W.B.C Count on the latest report?,LATEST_VALUE,0.01989501299976837,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET088,a5c02458-b9fe-4b00-9914-e856c77eb671,Show my current ALBUMIN/GLOBULIN RATIO result.,LATEST_VALUE,0.0195397959996626,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET089,a5c02458-b9fe-4b00-9914-e856c77eb671,What is the newest result recorded for BASOPHILS?,LATEST_VALUE,0.016247863000899088,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET090,a5c02458-b9fe-4b00-9914-e856c77eb671,Give me my most recent BLOOD GROUP reading.,LATEST_VALUE,0.015850304000196047,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET091,a5c02458-b9fe-4b00-9914-e856c77eb671,What does my latest report show for DIRECT BILIRUBIN?,LATEST_VALUE,0.019676677999086678,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET092,a5c02458-b9fe-4b00-9914-e856c77eb671,I want to know my latest EOSINOPHIL value.,LATEST_VALUE,0.01718056200115825,20,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.0,1.0,1.0,0.5
DENSE_ONLY,RET093,a5c02458-b9fe-4b00-9914-e856c77eb671,What is the latest recorded EOSINOPHILS?,LATEST_VALUE,0.01943615300115198,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET094,a5c02458-b9fe-4b00-9914-e856c77eb671,How much was my ESR in the most recent test?,LATEST_VALUE,0.019626229999630596,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET095,a5c02458-b9fe-4b00-9914-e856c77eb671,Can you find the latest FASTING BLOOD SUGAR result in my records?,LATEST_VALUE,0.016918872999667656,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET096,a5c02458-b9fe-4b00-9914-e856c77eb671,What did my latest test report for GAMMA GT?,LATEST_VALUE,0.01632498700018914,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET097,a5c02458-b9fe-4b00-9914-e856c77eb671,What is my latest GLOBULIN result?,LATEST_VALUE,0.019291815000542556,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET098,a5c02458-b9fe-4b00-9914-e856c77eb671,Can you tell me the most recent HAEMOGLOBIN value?,LATEST_VALUE,0.019694000000527012,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET099,a5c02458-b9fe-4b00-9914-e856c77eb671,What was my HBSAG on the latest report?,LATEST_VALUE,0.01935458299885795,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET100,a5c02458-b9fe-4b00-9914-e856c77eb671,Show my current HDL CHOLESTROL result.,LATEST_VALUE,0.019308123000882915,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET101,a5c02458-b9fe-4b00-9914-e856c77eb671,What is the newest result recorded for HEMOGLOBIN?,LATEST_VALUE,0.01937589199951617,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET102,a5c02458-b9fe-4b00-9914-e856c77eb671,Give me my most recent INDIRECT BILIRUBIN reading.,LATEST_VALUE,0.019294223999168025,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET103,a5c02458-b9fe-4b00-9914-e856c77eb671,What does my latest report show for LDL CHOLESTROL?,LATEST_VALUE,0.019803613000476616,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET104,a5c02458-b9fe-4b00-9914-e856c77eb671,I want to know my latest LYMPHOCYTES value.,LATEST_VALUE,0.01651770999887958,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET105,a5c02458-b9fe-4b00-9914-e856c77eb671,What is the latest recorded MCH?,LATEST_VALUE,0.018499145000532735,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET106,a5c02458-b9fe-4b00-9914-e856c77eb671,How much was my MCHC in the most recent test?,LATEST_VALUE,0.019526816000507097,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET107,a5c02458-b9fe-4b00-9914-e856c77eb671,Can you find the latest MCV result in my records?,LATEST_VALUE,0.016505635998328216,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET108,a5c02458-b9fe-4b00-9914-e856c77eb671,What did my latest test report for MONOCYTES?,LATEST_VALUE,0.018439842000589124,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET109,a5c02458-b9fe-4b00-9914-e856c77eb671,What is my latest NEUTROPHILS result?,LATEST_VALUE,0.019316666999657173,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET110,a5c02458-b9fe-4b00-9914-e856c77eb671,Can you tell me the most recent PACKED CELL VOLUME value?,LATEST_VALUE,0.0153427589993953,20,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENSE_ONLY,RET111,a5c02458-b9fe-4b00-9914-e856c77eb671,What was my PCV on the latest report?,LATEST_VALUE,0.014774557001146604,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET112,a5c02458-b9fe-4b00-9914-e856c77eb671,Show my current PLATELET COUNT result.,LATEST_VALUE,0.014415988000109792,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSE_ONLY,RET113,a5c02458-b9fe-4b00-9914-e856c77eb671,What is the newest result recorded for RBC COUNT?,LATEST_VALUE,0.014887191999150673,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
